momentum [MeV/c]	total energy [MeV]	kinetic energy [MeV]	\gamma	\beta	drf1 [m]	drf2 [m]	elcRds [m]	bending angle [dgr]	inc angle in [dgr]	inc angle out [dgr]	fringe extend ups [m]	fringe extend dws [m]	fringe backoff [m]	side logic	front screen [m]	side screen [m]	bending angle at front screen [dgr]	bending angle at side screen [dgr]	total path [m]	max B [T]	eff length ups [m]	eff length dws [m]	ups boundary s [m]	center s [m]	dws boundary s [m]	ups Enge 0	ups Enge 1	ups Enge 2	ups Enge 3	ups Enge 4	ups Enge 5	dws Enge 0	dws Enge 1	dws Enge 2	dws Enge 3	dws Enge 4	dws Enge 5	ups fit cost	ups normalized cost	ups fit error	dws fit cost	dws normalized cost	dws fit error	x[mm](rms)	xp[mm](rms)	y[mm](rms)	yp[mm](rms)	"x[mm](rms,b)"	"xp[mm](rms,b)"	"y[mm](rms,b)"	"yp[mm](rms,b)"	x conv fct rms	y conv fct rms	momentum rsl rms [%]	x[mm](fwhm)	xp[mm](fwhm)	y[mm](fwhm)	yp[mm](fwhm)	"x[mm](fwhm,b)"	"xp[mm](fwhm,b)"	"y[mm](fwhm,b)"	"yp[mm](fwhm,b)"	x conv fct fwhm	y conv fct fwhm	momentum rsl [%/mrad]	peak momentum error [%]	arc Coeff [MeV/mm2]
1.2	1.304269926	0.793270866	2.552392026	0.920054949	11.43024679	0	0.189084623	107.0000806	-18.29304173	-30.58934942	0.161746787	0	0.273010427	1	0.252025944	-0.963350419	90.00832329	-8.566846035	11.70135259	0.021169194	0.216249378	0.137366855	11.43024679	11.64649617	11.78386302	0.404480057	0.354681541	-0.02748348	0.005225199	-0.001288484	0.000145651	0.000221268	0.932667639	-0.000531069	0.000512062	-0.0000586	0.021622951	0.003625583	0.346481591	0.0001749	0.009541714	3.568329783	-0.000238111	1.0383	11.7193	6.0133	15.6325	2.3904	0.20201	2.2991	0.19648	0.43436	2.6155	0.79256	1.528	24.2799	13.1035	34.1171	4.7747	0.405	4.7357	0.40472	0.32001	2.767	5.885	0.02453	-1.14E-05
1.438	1.526094374	1.015095314	2.986491549	0.942274622	11.45907409	0	0.185791874	107.2323423	-18.42224273	-32.6032639	0.190574088	0	0.271652065	1	0.25124106	-0.93772351	89.95747963	-8.467547634	11.72614219	0.025817338	0.210421031	0.137799134	11.45907409	11.66949512	11.80729425	0.451367913	0.365613012	-0.03057294	0.006542391	-0.001433686	0.000129117	0.000847244	0.980627517	-0.000356781	0.000879301	-0.0000736	0.023215803	0.003070834	0.283078362	0.00016613	0.005705918	2.133851197	-0.000194421	0.96785	12.1041	5.8399	14.9458	2.3722	0.2001	2.3563	0.20094	0.40799	2.4784	0.68991	1.4401	25.1761	12.2034	30.8776	3.4402	0.40865	4.7493	0.40538	0.41861	2.5695	4.73615	0.027964	-1.48E-05
1.676	1.752168953	1.241169893	3.428908368	0.956528762	11.48195522	0	0.183506158	107.3353131	-18.28261769	-30.46878732	0.213455217	0	0.269754981	1	0.250420044	-0.916633537	89.95142253	-8.232976652	11.74697234	0.030465104	0.204537267	0.139734841	11.48195522	11.68649248	11.82622733	0.487109468	0.37671013	-0.033735449	0.007806251	-0.001576468	0.000122453	0.001888978	0.918221399	-0.000272457	0.001535928	-0.000113146	0.014962124	0.003408521	0.306963384	0.000227167	0.004481182	1.675834868	-0.000174256	1.0356	12.3588	6.0571	16.2332	2.39	0.20136	2.3349	0.19877	0.43331	2.5941	0.76612	1.5447	25.5093	12.9119	34.3623	3.3341	0.40379	4.7702	0.40649	0.46332	2.7068	5.1275	0.031001	-2.35E-05
1.914	1.981039131	1.470040071	3.876796038	0.966159613	11.50010537	0	0.182945832	107.107103	-18.38147936	-28.73714986	0.231605366	0	0.268183434	1	0.250977208	-0.898617999	90.0138236	-8.177552367	11.76491567	0.034897853	0.199139805	0.143353937	11.50010537	11.69924517	11.84259911	0.512046112	0.387404561	-0.037110975	0.009083906	-0.001719325	0.000120217	0.003757697	0.900437253	-0.000285078	0.002320926	-0.00014298	0.012454748	0.003603096	0.318970978	0.000291092	0.004098663	1.53278341	-0.000329594	1.091	12.3854	6.2941	17.5182	2.3968	0.20166	2.3303	0.19807	0.4552	2.701	0.81697	1.6785	26.1449	13.4721	37.9354	3.6023	0.40813	4.7785	0.40684	0.46595	2.8193	5.779	0.033176	-3.06E-05
2.152	2.211837254	1.700838194	4.328456601	0.97294681	11.51622934	0	0.181462488	106.7069589	-18.26094791	-27.52865593	0.247729343	0	0.264563573	1	0.251274332	-0.883071582	89.95632896	-8.080523477	11.78061929	0.039558034	0.193272517	0.145181001	11.51622934	11.70950186	11.85468286	0.536486096	0.397884998	-0.040735021	0.010075663	-0.001776653	0.000114283	0.005380301	0.791271576	-0.001759411	0.003121444	-0.000225537	0.006777159	0.004145562	0.361868192	0.000314584	0.00370127	1.406257594	-0.000205231	1.1219	12.7529	6.7819	21.0287	2.4083	0.2024	2.3356	0.19826	0.46586	2.9037	0.83952	1.7891	26.3831	14.42	44.5907	3.4216	0.40399	4.7292	0.40285	0.52289	3.0491	6.383	0.026529	-3.49E-05
2.39	2.444017193	1.933018133	4.782821309	0.977898194	11.53048469	0	0.180341134	106.1555462	-18.2493207	-25.74263679	0.261984695	0	0.261113255	1	0.252392484	-0.86946993	90.00525847	-7.99527303	11.79450096	0.04420612	0.188258042	0.146371482	11.53048469	11.71874274	11.86511422	0.553629081	0.409323241	-0.045206823	0.011082393	-0.001808012	0.000107652	0.010801582	0.753425947	-0.0021098	0.003908941	-0.000356158	0.006435136	0.004474398	0.384134428	0.000349922	0.002772613	1.053424364	-0.00029563	1.1524	12.6861	7.1603	23.6045	2.3874	0.20045	2.3474	0.19902	0.48269	3.0504	0.88005	1.7355	27.148	14.9677	49.1491	3.4282	0.40532	4.766	0.40489	0.50625	3.1405	6.342	0.037078	-4.34E-05
2.628	2.67721946	2.1662204	5.239186664	0.981615455	11.54276757	0	0.179113789	105.5245918	-18.05697815	-23.64866811	0.274267571	0	0.25675667	1	0.253499473	-0.857464469	90.03478518	-7.899931406	11.806894	0.048941315	0.183732446	0.146650656	11.54276757	11.72650002	11.87315067	0.572299517	0.425138533	-0.050098182	0.012185771	-0.001898045	0.000107909	0.015945484	0.711784151	-0.003560948	0.005282352	-0.000748838	0.006055952	0.005010913	0.43019511	0.000395599	0.002213273	0.836460121	-0.000123626	1.1677	12.4504	7.7043	27.1145	2.3578	0.1978	2.3819	0.20173	0.49526	3.2346	0.94427	1.8977	26.5333	15.9659	56.468	3.4281	0.41187	4.7802	0.40438	0.55356	3.34	7.0825	0.038085	-4.85E-05
2.866	2.911198385	2.400199325	5.6970719	0.984474303	11.55446748	0	0.177724798	104.8147209	-17.87289756	-23.70936665	0.285967478	0	0.252502582	1	0.254803819	-0.84668655	90.04363054	-7.846872134	11.81808788	0.053790732	0.178782408	0.146840581	11.55446748	11.73324989	11.88009047	0.580603051	0.430246944	-0.051830828	0.012825211	-0.001948338	0.000105698	0.035437516	0.651970615	-0.005020415	0.010208556	-0.001638251	0.004678717	0.005077789	0.426561537	0.000434832	0.002341584	0.880294712	-0.000112924	1.1581	12.8001	7.6477	28.143	2.3785	0.19937	2.3388	0.1979	0.48692	3.27	0.92134	1.8042	27.232	16.0337	58.8419	3.4354	0.40123	4.8585	0.41254	0.52519	3.3001	7.0775	0.059996	-5.04E-05
3.104	3.145780672	2.634781612	6.156137885	0.986718504	11.56450017	0	0.176657327	104.077911	-17.70169379	-23.69489781	0.29600017	0	0.248152171	1	0.256142878	-0.836991443	90.03265762	-7.803926819	11.82824643	0.058609681	0.174747669	0.146650759	11.56450017	11.73924784	11.8858986	0.593366242	0.442359435	-0.056265194	0.01405415	-0.002073018	0.000108577	0.060087171	0.627268775	-0.010887361	0.010636873	-0.002535124	0.004626446	0.005862004	0.491119655	0.000478889	0.002426425	0.902687695	-0.0000184	1.1481	12.8186	7.8732	29.9377	2.365	0.19809	2.3837	0.20152	0.48545	3.3029	0.95418	1.7123	27.193	16.3962	61.8899	3.4988	0.40438	4.8403	0.40976	0.48938	3.3874	6.88	0.040726	-5.61E-05
3.342	3.38084073	2.86984167	6.616138843	0.988511517	11.57380813	0	0.175401402	103.307507	-17.86843655	-23.31410473	0.305308125	0	0.243537323	1	0.257356522	-0.828197483	89.96402821	-7.781182346	11.83752938	0.063555433	0.170933678	0.145824896	11.57380813	11.7447418	11.8905667	0.604512742	0.447112141	-0.05895848	0.014929172	-0.002141953	0.000107824	0.0849794	0.594983353	-0.014269414	0.01747513	-0.004239411	0.004133203	0.006611576	0.546591938	0.000498348	0.002322419	0.855087842	-0.0000694	1.1758	13.1966	8.0988	32.1589	2.4059	0.20137	2.392	0.20207	0.48871	3.3858	0.959	1.7651	27.3323	16.4226	65.4649	3.4314	0.40523	4.8197	0.40745	0.51441	3.4074	7.3045	0.020713	-6.09E-05
3.58	3.616285392	3.105286332	7.076892455	0.989966115	11.58213755	0	0.17413238	102.5220336	-17.94038754	-23.11381891	0.313637552	0	0.238665943	1	0.259325711	-0.820156807	89.97557295	-7.7953737	11.84605487	0.06857768	0.167358303	0.144724957	11.58213755	11.74949585	11.89422081	0.616304535	0.454442333	-0.061715025	0.015853868	-0.00225031	0.00011103	0.111503565	0.579808429	-0.023943475	0.020028806	-0.005011759	0.003863896	0.007037933	0.577258324	0.000556504	0.002274398	0.82886221	-0.0000525	1.148	13.0359	8.0796	33.3496	2.3866	0.19961	2.3631	0.19949	0.48101	3.4191	0.97472	1.7991	27.9104	16.8681	69.1218	3.5202	0.40564	4.83	0.40896	0.51109	3.4924	7.2285	0.014297	-6.90E-05
3.818	3.852044138	3.341045078	7.538260712	0.991162059	11.59024524	0	0.172923432	101.7246886	-17.78744759	-22.94399264	0.321745237	0	0.234327468	1	0.261442337	-0.812765258	89.96326083	-7.835173063	11.85393135	0.073648071	0.163502191	0.144011387	11.59024524	11.75374743	11.89775881	0.62348257	0.462134103	-0.065696679	0.017210776	-0.002401047	0.000115328	0.144647239	0.547599939	-0.029259399	0.019110836	-0.005049364	0.003156876	0.007639706	0.621720902	0.000565239	0.002238119	0.803344942	-0.0000512	1.1239	13.0757	8.1774	35.0707	2.3543	0.19676	2.3654	0.19954	0.47736	3.4571	0.98228	1.6586	27.5678	17.2636	73.9617	3.4558	0.40537	4.8322	0.40764	0.47994	3.5726	7.2395	0.059702	-6.79E-05
4.056	4.088062627	3.577063567	8.000137274	0.992157012	11.59749203	0	0.171757641	100.9238389	-18.50426233	-22.71752066	0.328992026	0	0.229799547	1	0.264129337	-0.805936167	89.98716288	-7.903404064	11.86123554	0.07877006	0.160254393	0.142788667	11.59749203	11.75774642	11.90053509	0.631666092	0.476834787	-0.07073982	0.018824582	-0.002629989	0.000126114	0.175053869	0.535520708	-0.036732167	0.020079757	-0.005499121	0.002928121	0.008099076	0.664294253	0.000645306	0.002255778	0.801626855	-0.0000316	1.1356	13.1986	8.4544	37.7298	2.3629	0.19732	2.3894	0.20145	0.48061	3.5382	1.0183	1.7466	27.8445	17.8207	78.9408	3.495	0.40738	4.8593	0.40977	0.49975	3.6674	7.2685	-0.0047817	-6.58E-05
4.294	4.324298329	3.813299269	8.462438912	0.992993469	11.60435727	0	0.170463418	100.1309736	-18.4987977	-21.38632092	0.335857268	0	0.225225766	1	0.267318331	-0.799601559	90.03386043	-7.992562893	11.86803596	0.084025314	0.156890471	0.141513986	11.60435727	11.76124774	11.90276172	0.640241605	0.489193159	-0.075695976	0.020222436	-0.002792685	0.000132237	0.204467979	0.535917346	-0.044680161	0.021181087	-0.006296682	0.002976035	0.008504291	0.697530456	0.000673026	0.002120488	0.746125284	-0.0000143	1.1536	13.1076	8.5602	39.8158	2.3841	0.19893	2.3464	0.1977	0.48385	3.6483	1.0275	1.6982	27.5923	17.9847	83.4882	3.3332	0.40495	4.8067	0.40591	0.50948	3.7416	7.412	0.046517	-7.95E-05
4.532	4.560717492	4.049718432	8.925099572	0.993703295	11.61030123	0	0.16944541	99.33542066	-18.55708393	-20.42110829	0.341801227	0	0.220676691	1	0.270444046	-0.793680659	90.01459591	-8.109262565	11.87439715	0.08921531	0.154198458	0.140074159	11.61030123	11.76449968	11.90457384	0.64892954	0.481407549	-0.074814456	0.020812642	-0.002886189	0.000134609	0.228771997	0.52657294	-0.049247794	0.021074923	-0.00672289	0.002715762	0.009760199	0.782067239	0.000747755	0.002156131	0.744006703	0.00000302	1.1379	13.0547	8.7991	42.5692	2.408	0.20076	2.3507	0.19796	0.47253	3.7433	1.0245	1.7967	27.6799	18.6119	90.1615	3.3621	0.40169	4.8148	0.40631	0.5344	3.8655	7.74	-0.0042618	-8.08E-05
4.77	4.797292991	4.286293931	9.388066175	0.994310752	11.61655764	0	0.168183006	98.55365884	-18.49619434	-19.2960677	0.348057635	0	0.216490426	1	0.273969458	-0.78815017	89.99944554	-8.242764162	11.88035642	0.094605321	0.151184505	0.138604702	11.61655764	11.76774214	11.90634684	0.652764673	0.487699945	-0.077796881	0.022387211	-0.003148803	0.000147517	0.258801128	0.528692772	-0.05530036	0.021550524	-0.007273255	0.002713986	0.010754791	0.857365342	0.000903305	0.002126171	0.730141206	0.000019	1.1568	13.1237	9.2793	46.3286	2.4151	0.20119	2.4292	0.20447	0.47896	3.8199	1.0394	1.6691	26.998	18.7586	93.3079	3.4165	0.3982	4.8073	0.40303	0.48853	3.9021	7.5725	0.083076	-8.92E-05
5.008	5.034002785	4.523003725	9.851295587	0.994834571	11.621748	0	0.1668967	97.78089803	-18.54829042	-18.30536913	0.353247998	0	0.211617557	1	0.277851732	-0.782960016	89.97768438	-8.395719703	11.88595612	0.100091194	0.148502227	0.13682345	11.621748	11.77025022	11.90707367	0.66656589	0.493902807	-0.080625426	0.02352334	-0.003325524	0.000156052	0.27470779	0.504719731	-0.051501182	0.019100519	-0.007017201	0.002130018	0.011561461	0.916994027	0.000953395	0.002167746	0.726943809	0.0000137	1.1169	13.0968	9.0798	46.2258	2.4377	0.20289	2.3816	0.20037	0.45818	3.8124	1.0354	1.6802	26.9602	19.0838	96.8188	3.3834	0.40857	4.7652	0.40076	0.4966	4.0048	7.8435	0.045457	-6.36E-05
5.246	5.270828781	4.759829721	10.3147524	0.995289397	11.62724754	0	0.165741521	97.02297939	-18.60328099	-17.8104217	0.358747539	0	0.207676629	1	0.282554413	-0.778078786	89.99844242	-8.56128461	11.8912327	0.105578689	0.145748848	0.135412945	11.62724754	11.77299639	11.90840933	0.674809186	0.533074425	-0.095384434	0.02563043	-0.003376562	0.000152171	0.302261526	0.519582471	-0.058156537	0.020953155	-0.008194498	0.00238172	0.010194827	0.836189876	0.000789048	0.002204336	0.732337379	0.0000468	1.1578	13.1624	9.2069	47.8506	2.4249	0.20165	2.3928	0.20122	0.47744	3.8478	1.0872	1.7627	26.9063	19.182	100.9685	3.5213	0.40376	4.7404	0.39973	0.50057	4.0465	7.89	0.039955	-8.37E-05
5.484	5.507755989	4.996756929	10.77840728	0.995686812	11.6321779	0	0.164628655	96.27567936	-18.65936936	-17.67445791	0.363677902	0	0.20358883	1	0.287543793	-0.773463092	89.99197298	-8.744598152	11.89621914	0.111114647	0.143313297	0.133816776	11.6321779	11.7754912	11.90930797	0.682919182	0.537061207	-0.098536838	0.026316759	-0.003403698	0.000150452	0.324295237	0.509003712	-0.058337773	0.020301831	-0.00796684	0.002070437	0.010918477	0.883944089	0.0008127	0.002265802	0.742399201	0.0000632	1.1246	13.1422	9.1137	48.3275	2.4142	0.20058	2.3713	0.19933	0.46583	3.8434	1.0677	1.7186	27.1369	19.2246	101.1688	3.3228	0.40737	4.853	0.40869	0.51721	3.9614	8.2345	0.04828	-6.87E-05
5.722	5.744771887	5.233772827	11.24223572	0.996036068	11.63694996	0	0.163419575	95.53984163	-18.63063366	-16.74740991	0.368449958	0.003050383	0.202564206	1	0.29329918	-0.76909758	90.00231069	-8.941866921	11.90093579	0.116794683	0.140549705	0.132449953	11.63694996	11.77749966	11.90994962	0.689908026	0.558287291	-0.106980934	0.028180827	-0.003581458	0.000156504	0.345378838	0.529013188	-0.06598766	0.023862928	-0.009619929	0.002380452	0.011108432	0.911124659	0.000792578	0.002189392	0.714087372	0.0000731	1.1076	12.6428	9.4736	51.5144	2.3757	0.19719	2.4115	0.20263	0.46624	3.9286	1.082	1.6726	26.8771	19.672	105.8383	3.5286	0.40564	4.8323	0.40568	0.47402	4.0709	8.0325	0.039765	-9.06E-05
5.96	5.981865933	5.470866873	11.7062171	0.99634463	11.641545	0	0.162126955	94.82312924	-18.68488718	-17.19492973	0.373044995	0.007138816	0.202590731	1	0.29929413	-0.764962335	89.98505223	-9.146387891	11.90540927	0.122622547	0.137957294	0.130858894	11.641545	11.77950229	11.91036118	0.695130909	0.531833736	-0.099502627	0.027087605	-0.003471364	0.000150075	0.363618755	0.518885635	-0.062571023	0.022673229	-0.009598889	0.002142739	0.012463095	0.976119597	0.001040478	0.002310445	0.740052895	0.0000811	1.0799	12.9104	9.5941	53.9663	2.4299	0.20151	2.4368	0.20468	0.4444	3.9371	1.0609	1.6341	26.8747	19.5327	110.1164	3.505	0.40926	4.7758	0.40157	0.46621	4.0899	8.084	0.041923	-7.82E-05
6.198	6.219029188	5.708030128	12.17033391	0.996618574	11.64612443	0	0.160881091	94.12336795	-18.69109366	-16.86566554	0.377624429	0.011086119	0.20284195	1	0.306509821	-0.761037475	90.00931276	-9.357163326	11.90965805	0.128506728	0.135618403	0.129171048	11.64612443	11.78174283	11.91091388	0.698272315	0.558193353	-0.109917391	0.029210661	-0.003657244	0.000155971	0.385378777	0.532292454	-0.067637843	0.025333116	-0.010839413	0.002321151	0.0123194	0.979596063	0.000920532	0.002290853	0.730501572	0.0000975	1.0688	12.5805	9.3062	53.3888	2.3687	0.19624	2.3564	0.19785	0.4512	3.9493	1.0907	1.6626	26.913	19.7651	114.3497	3.4237	0.4019	4.7481	0.39957	0.4856	4.1627	8.037	0.043513	-7.94E-05
6.436	6.456254025	5.945254965	12.63457124	0.996862883	11.64997437	0.00280692	0.159674856	93.4445166	-18.74580276	-16.85016867	0.381474368	0.015109598	0.202802678	1	0.313930597	-0.757311061	89.98892175	-9.573356967	11.91369732	0.134449379	0.133520593	0.127395441	11.64997437	11.78349496	11.9108904	0.708229146	0.559218203	-0.111799951	0.029966084	-0.003746293	0.000158916	0.398646472	0.525514205	-0.066603285	0.026129971	-0.011038428	0.002143238	0.013198573	1.04155409	0.001000536	0.002531986	0.793228721	0.0000836	1.1081	12.9172	9.5488	55.0426	2.4181	0.20014	2.376	0.19944	0.45824	4.0188	1.0917	1.6698	27.1058	20.3216	116.7317	3.5963	0.40883	4.9525	0.41511	0.46431	4.1033	8.4215	0.030463	-7.75E-05
6.674	6.693533898	6.182534838	13.09891626	0.997081676	11.65402386	0.006653574	0.158319735	92.7801837	-18.80469989	-16.33279595	0.38552386	0.018605877	0.202452303	1	0.323035288	-0.753758349	90.00718703	-9.79501569	11.9175477	0.14061461	0.130978357	0.125891906	11.65402386	11.78500222	11.91089412	0.714547932	0.576693225	-0.119487592	0.031800421	-0.003934258	0.000165736	0.416031623	0.532136282	-0.069465199	0.028179674	-0.011838793	0.002175439	0.013416507	1.066834221	0.000970313	0.002564502	0.799907107	0.000123067	1.1524	12.8418	9.9221	56.8904	2.4259	0.20059	2.3922	0.20073	0.47506	4.1476	1.1702	1.7128	26.6681	20.4003	115.1918	3.6322	0.40777	4.9099	0.41092	0.47156	4.1549	8.378	0.037318	-7.82E-05
6.912	6.930863153	6.419864093	13.56335793	0.997278383	11.65810558	0.010068605	0.156999764	92.1639821	-18.89982051	-16.00294674	0.38960558	0.022350105	0.202781499	1	0.332814182	-0.750374143	90.00115316	-10.01962325	11.9212185	0.146853408	0.128641778	0.124402537	11.65810558	11.78674736	11.9111499	0.716694596	0.580391468	-0.12235366	0.032619651	-0.004012686	0.00016777	0.437752097	0.535160476	-0.072376671	0.029372715	-0.012258853	0.002167741	0.014130035	1.109456281	0.00102996	0.002620284	0.810230018	0.000147824	1.1841	12.7857	10.1506	58.1871	2.4441	0.2019	2.3761	0.19932	0.48449	4.2719	1.2316	1.8085	26.9667	21.2047	121.6479	3.4503	0.40454	4.8333	0.40562	0.52416	4.3872	8.876	0.042489	-7.50E-05
7.15	7.168236885	6.657237825	14.02788664	0.997455876	11.66175237	0.013198862	0.155735511	91.71182464	-18.8796429	-15.4105056	0.393252371	0.025465954	0.202767092	1	0.341746083	-0.747127602	89.99067143	-10.2506974	11.92473291	0.153143189	0.12649701	0.123284665	11.66175237	11.78824938	11.91153405	0.723119372	0.5879166	-0.126473864	0.033581704	-0.004091935	0.000169479	0.460240568	0.53318578	-0.078064245	0.03116313	-0.012537592	0.002143462	0.014708067	1.149067772	0.001083764	0.003144101	0.968011384	0.000171604	1.2171	12.747	10.3838	59.2721	2.4547	0.20257	2.3768	0.19931	0.49583	4.3689	1.2591	1.8236	26.6405	21.9904	126.7582	3.6072	0.40394	4.9452	0.41328	0.50555	4.4468	9.217	0.024644	-7.94E-05
7.388	7.405650818	6.894651758	14.49249401	0.997616574	11.66529614	0.01629252	0.15438827	91.29262775	-18.82699966	-14.43059757	0.396796135	0.028708244	0.202915723	1	0.351341263	-0.74404169	89.99074292	-10.47915463	11.92808428	0.159621682	0.124450206	0.122045415	11.66529614	11.78974634	11.91179176	0.729714648	0.604983398	-0.134682027	0.035753894	-0.004337254	0.000179177	0.478182893	0.515799106	-0.077953115	0.031771575	-0.012028368	0.00191353	0.015122226	1.184384903	0.001067736	0.003490565	1.05646654	0.000186618	1.2284	12.5847	10.6316	59.5221	2.407	0.19843	2.3929	0.20061	0.51032	4.443	1.3185	2.3122	26.7097	22.0809	122.9502	3.7009	0.4045	4.8569	0.40663	0.62476	4.5463	11.518	0.032752	-7.36E-05
7.626	7.643101206	7.132102146	14.95717273	0.997762531	11.66837273	0.019452606	0.153176873	90.88595634	-18.91381575	-14.70835854	0.399872733	0.031649046	0.20269644	1	0.362568116	-0.741068034	89.99572273	-10.70606667	11.93130356	0.166066831	0.122628634	0.120849588	11.66837273	11.79100137	11.91185095	0.738642499	0.597306732	-0.133652527	0.036062906	-0.004402708	0.000181991	0.486666827	0.507454884	-0.074250304	0.034875358	-0.013783293	0.002085106	0.016073035	1.240203339	0.001178	0.003829281	1.154093235	0.00023978	1.27	12.5921	11.0327	62.061	2.4205	0.19933	2.4101	0.202	0.52469	4.5776	1.3822	2.3581	26.356	22.6712	129.0544	4.3347	0.40105	4.8692	0.40728	0.54401	4.6561	12.4995	0.023902	-5.71E-05
7.864	7.880584752	7.369585692	15.42191634	0.997895492	11.67148093	0.02273739	0.151744561	90.49230515	-18.99336517	-14.9702561	0.402980933	0.034855426	0.202618037	1	0.376435432	-0.738234224	89.99640481	-10.905441	11.93438196	0.172866034	0.12077104	0.119392601	11.67148093	11.79225197	11.91164457	0.748862862	0.615595216	-0.142472938	0.038561881	-0.004708566	0.000195053	0.487566584	0.552445403	-0.081808177	0.051131688	-0.023766927	0.003811793	0.016201081	1.259412385	0.001163555	0.003958307	1.245533884	0.000173434	1.3661	12.9694	11.2861	64.78	2.5014	0.20581	2.3529	0.19716	0.54614	4.7966	1.4411	2.4253	26.7675	23.9917	138.2034	4.3519	0.40714	4.7883	0.40444	0.55729	5.0105	12.827	0.027475	-0.00011427
8.102	8.118098548	7.607099488	15.88671914	0.998016956	11.674783	0.025273359	0.150553963	90.10995957	-19.13062753	-14.80374495	0.406283003	0.037938448	0.203165089	1	0.39842635	-0.735521449	89.99838952	-11.08760632	11.93733491	0.179506155	0.118718835	0.118559714	11.674783	11.79350184	11.91206155	0.751412564	0.624787314	-0.148269701	0.040342014	-0.004925039	0.000203884	0.524487057	0.705658407	-0.1927508	0.117719741	-0.04812804	0.008811492	0.01700335	1.315234397	0.001207318	0.00252502	0.888465756	0.000100895	1.1187	12.4177	10.7044	63.4316	2.4117	0.19826	2.4054	0.20151	0.46388	4.4501	1.2196	1.7948	26.3351	21.8351	130.9634	4.3213	0.41113	4.9519	0.41725	0.41534	4.4094	9.17	-0.028042	-0.00014119
8.34	8.355640014	7.844640954	16.35157609	0.998128209	11.67792707	0.028238978	0.149092461	89.73515877	-18.92648011	-15.28043777	0.409427071	0.040568197	0.202829219	1	0.449530369	-0.73292084	89.73515877	-11.25985279	11.94017078	0.186590558	0.117064021	0.116940711	11.67792707	11.79499109	11.9119318	0.756885595	0.633177767	-0.153241041	0.04186838	-0.005112962	0.000211659	0.531268396	0.636375314	-0.149976309	0.094411313	-0.038439031	0.006307414	0.017185989	1.322813229	0.001243293	0.002389604	0.801342866	0.000147204	1.2849	12.6645	11.4777	67.2338	2.4482	0.20109	2.4041	0.20135	0.52483	4.7742	1.403	2.2802	26.3311	23.6534	139.0998	3.5166	0.40253	4.8218	0.40566	0.64842	4.9055	11.681	-0.001247	-0.00012889
8.578	8.593206854	8.082207794	16.8164827	0.998230363	11.6808576	0.031025769	0.147774393	89.3723898	-18.76499683	-15.75	0.412357596	0.043637631	0.203111862	1	0.449748618	-0.730444685	89.3723898	-11.42057256	11.94288814	0.193627106	0.11513583	0.115868944	11.6808576	11.79599343	11.91186237	0.762914037	0.639335503	-0.157810959	0.043412025	-0.005310921	0.000220036	0.539393344	0.614635814	-0.138348487	0.092639088	-0.038013715	0.005931328	0.018021951	1.380357782	0.001305983	0.002522514	0.834164623	0.000153056	1.3516	12.6652	11.6878	68.2343	2.4375	0.20005	2.3633	0.19788	0.55453	4.9456	1.5389	2.5432	26.4835	24.9587	145.8872	4.2106	0.40831	4.7882	0.39948	0.60399	5.2125	13.487	-0.049846	-0.00012941
8.816	8.830797022	8.319797962	17.28143496	0.998324384	11.68362078	0.033681051	0.146572372	89.01326845	-18.54819889	-16	0.415120783	0.046168101	0.202987051	1	0.449552872	-0.728044635	89.01326845	-11.58167272	11.94551295	0.200631335	0.113374914	0.114836202	11.68362078	11.7969957	11.9118319	0.769044335	0.648608461	-0.163698194	0.045207048	-0.005530409	0.000229131	0.550080125	0.613070219	-0.141793759	0.098240178	-0.039774805	0.006017882	0.018514886	1.414645959	0.001336435	0.002566958	0.844950115	0.000162538	1.3765	12.6409	11.9456	69.4159	2.4105	0.19769	2.3736	0.1987	0.57102	5.0327	1.5975	2.5462	26.7925	24.6332	144.4409	4.4183	0.40565	4.84	0.4053	0.57628	5.0894	13.7915	-0.10596	-0.00010111
9.054	9.068408683	8.557409623	17.74642928	0.998411112	11.68628729	0.036789637	0.145027734	88.67052286	-18.67904006	-16.25	0.417787295	0.049268861	0.202979224	1	0.449972197	-0.725781023	88.67052286	-11.72756187	11.94802078	0.208242192	0.111466556	0.113477288	11.68628729	11.79775385	11.91123114	0.778026573	0.654510109	-0.167914983	0.046794131	-0.005756972	0.000239659	0.554286062	0.59398707	-0.130927248	0.094645741	-0.038215173	0.005504616	0.018827845	1.43155759	0.001380421	0.002712163	0.8726392	0.000182796	1.5058	13.2261	12.4894	72.4212	2.4904	0.20408	2.3989	0.20078	0.60464	5.2063	1.7062	2.7654	27.6985	25.7862	152.6411	4.1904	0.40106	4.8402	0.40356	0.65994	5.3275	15.206	-0.073238	-0.00011783
